Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR1555695_1	(0.0, 0.00013760143806011994)	(1.0, 0.00010632838395554724)	(2.0, 8.75645514928036e-05)	(3.0, 9.79889028609945e-05)	(4.0, 0.00010841325422918541)	(5.0, 0.00018972319490107446)	(6.0, 0.00026060878420477263)	(7.0, 0.00031481541131936537)	(8.0, 0.0005003688656731634)	(9.0, 0.0007880809634352324)	(10.0, 0.0010987266342073214)	(11.0, 0.001740866678487881)	(12.0, 0.0024830804959030733)	(13.0, 0.003354556270283833)	(14.0, 0.004755589094168691)	(15.0, 0.006650736172905796)	(16.0, 0.00898579087938056)	(17.0, 0.012200660841330634)	(18.0, 0.016555954842960796)	(19.0, 0.022095455160017444)	(20.0, 0.02946547157732841)	(21.0, 0.039889822945519314)	(22.0, 0.054569394542205746)	(23.0, 0.0731435038100483)	(24.0, 0.09762405056310781)	(25.0, 0.13110915202801066)	(26.0, 0.1740637342757781)	(27.0, 0.2294191249111454)	(28.0, 0.2988348806719287)	(29.0, 0.38215463628760493)	(30.0, 0.4852014344324457)	(31.0, 0.6088759390646625)	(32.0, 0.763842261633915)	(33.0, 0.9681366148774467)	(34.0, 1.225991285450743)	(35.0, 1.5663797155465544)	(36.0, 1.9762360231599898)	(37.0, 2.439819437725081)	(38.0, 2.9824069264394177)	(39.0, 3.5947041376231206)	(40.0, 4.2333874669899885)	(41.0, 4.82344953670534)	(42.0, 5.341583581980174)	(43.0, 5.804547790073995)	(44.0, 6.141760962743056)	(45.0, 6.276168379543962)	(46.0, 6.1951982727266754)	(47.0, 5.937566683272658)	(48.0, 5.53323319701409)	(49.0, 5.016216642205927)	(50.0, 4.453403826967025)	(51.0, 3.886923724916795)	(52.0, 3.3504970278610595)	(53.0, 2.853651592950345)	(54.0, 2.4033008500120348)	(55.0, 1.9806851363239337)	(56.0, 1.5804671839855278)	(57.0, 1.2498984928785521)	(58.0, 0.9916331028613489)	(59.0, 0.7874012957260264)	(60.0, 0.6347325001983233)	(61.0, 0.5184759639997111)	(62.0, 0.42066010537142845)	(63.0, 0.3300662373710286)	(64.0, 0.25371203333957754)	(65.0, 0.19132437527122859)	(66.0, 0.1424320824841396)	(67.0, 0.10688087457806136)	(68.0, 0.08016326202138806)	(69.0, 0.06410767604410043)	(70.0, 0.053793822800412346)	(71.0, 0.042450043641547)	(72.0, 0.030987426877084286)	(73.0, 0.02337139576748401)	(74.0, 0.018893094419709197)	(75.0, 0.01555313224134083)	(76.0, 0.010985181471799575)	(77.0, 0.006110754772033508)	(78.0, 0.0033524714000101948)	(79.0, 0.0020765307925436284)	(80.0, 0.0013489110670439031)	(81.0, 0.0009006639582116941)	(82.0, 0.0006129518604496252)	(83.0, 0.0004899445143049725)	(84.0, 0.0003794463898021489)	(85.0, 0.000287712097762069)	(86.0, 0.00017095936243833083)	(87.0, 9.590403258735632e-05)	(88.0, 8.339481094552724e-05)	(89.0, 5.837636766186906e-05)	(90.0, 2.918818383093453e-05)	(91.0, 2.5018443283658173e-05)	(92.0, 1.4594091915467265e-05)	(93.0, 6.254610820914543e-06)	(94.0, 4.169740547276361e-06)	(95.0, 2.0848702736381807e-06)	(96.0, 2.0848702736381807e-06)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 4.169740547276361e-06)
SRR1555695_1129_1	(0.0, 0.0002777918602818059)	(1.0, 0.00018664140612683838)	(2.0, 9.9831449788774e-05)	(3.0, 0.00011936368996483849)	(4.0, 0.00016059841922541905)	(5.0, 0.0001931521528521932)	(6.0, 0.000249578624471935)	(7.0, 0.0003624315677114187)	(8.0, 0.0005794564585565796)	(9.0, 0.000898483048098966)	(10.0, 0.0012522336201765784)	(11.0, 0.001853392567817674)	(12.0, 0.0025999581923250277)	(13.0, 0.003589591694578961)	(14.0, 0.005032807218699281)	(15.0, 0.006988201485214181)	(16.0, 0.009633734904616692)	(17.0, 0.013099622411413912)	(18.0, 0.017494376451028422)	(19.0, 0.023169577346629378)	(20.0, 0.03051152940392117)	(21.0, 0.0410806415880805)	(22.0, 0.05634617241012912)	(23.0, 0.07548342728485541)	(24.0, 0.10058018566218982)	(25.0, 0.13472254148995053)	(26.0, 0.17843135450616596)	(27.0, 0.23524413043161216)	(28.0, 0.30688838739741664)	(29.0, 0.3931123765301991)	(30.0, 0.4988186901141516)	(31.0, 0.6269306534289585)	(32.0, 0.7884318962002935)	(33.0, 0.998073600258902)	(34.0, 1.2655263947408446)	(35.0, 1.6196176958970836)	(36.0, 2.0401294648964843)	(37.0, 2.5139512280830902)	(38.0, 3.067078226882335)	(39.0, 3.6865844587954806)	(40.0, 4.324164523618211)	(41.0, 4.90706950769032)	(42.0, 5.418558110932013)	(43.0, 5.871111434815793)	(44.0, 6.190602457624588)	(45.0, 6.30539126289041)	(46.0, 6.204379197695439)	(47.0, 5.9258386015402165)	(48.0, 5.5049275067416605)	(49.0, 4.9693317786248885)	(50.0, 4.402868600283209)	(51.0, 3.842171773291285)	(52.0, 3.296124126431409)	(53.0, 2.7915217229762344)	(54.0, 2.338920653616468)	(55.0, 1.915743818957489)	(56.0, 1.5188009531038726)	(57.0, 1.1929467604954973)	(58.0, 0.9395224549577861)	(59.0, 0.7387917929172798)	(60.0, 0.5905377494831335)	(61.0, 0.47938845163678434)	(62.0, 0.38784084193157015)	(63.0, 0.3015886395629778)	(64.0, 0.22625061895498866)	(65.0, 0.16718295441366124)	(66.0, 0.12255612610917081)	(67.0, 0.0922659620939117)	(68.0, 0.07002525128009962)	(69.0, 0.05530879343188925)	(70.0, 0.044683254776110175)	(71.0, 0.03397090616399304)	(72.0, 0.023959547949305764)	(73.0, 0.017676677359338356)	(74.0, 0.014536327188808878)	(75.0, 0.011994965717012043)	(76.0, 0.008175327638137211)	(77.0, 0.0040453439653537985)	(78.0, 0.0018230090830993516)	(79.0, 0.0009462285240849016)	(80.0, 0.0004579225196832895)	(81.0, 0.00023438688211277378)	(82.0, 0.0001432364279578062)	(83.0, 9.54909519718708e-05)	(84.0, 5.8596720528193445e-05)	(85.0, 3.689423144367736e-05)	(86.0, 2.38727379929677e-05)	(87.0, 1.5191742359161262e-05)	(88.0, 6.510746725354827e-06)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR1555695_1129_2	(0.0, 0.0003189440451583943)	(1.0, 0.00020625048253576167)	(2.0, 0.00010418838808507547)	(3.0, 0.00015096684804163997)	(4.0, 0.0001849875461918687)	(5.0, 0.00021900824434209745)	(6.0, 0.00029555481518011206)	(7.0, 0.00046140571866247715)	(8.0, 0.0006974243120796889)	(9.0, 0.0009525795482064044)	(10.0, 0.001345943870568424)	(11.0, 0.0019179168582191444)	(12.0, 0.0026748773920617333)	(13.0, 0.003684866868396649)	(14.0, 0.005024431858061905)	(15.0, 0.007063547453441239)	(16.0, 0.009872381344469498)	(17.0, 0.013114979136913174)	(18.0, 0.01734417717571348)	(19.0, 0.023559333469033394)	(20.0, 0.031647754454250276)	(21.0, 0.042447199823313506)	(22.0, 0.05673801934004396)	(23.0, 0.07598948190580464)	(24.0, 0.1021386410215242)	(25.0, 0.13694394152284256)	(26.0, 0.18106453443642045)	(27.0, 0.23846595739039386)	(28.0, 0.31272038369053684)	(29.0, 0.4022373456983262)	(30.0, 0.5095450065450507)	(31.0, 0.639185129433766)	(32.0, 0.80516148424056)	(33.0, 1.0221072237573)	(34.0, 1.298474365180683)	(35.0, 1.66070336985434)	(36.0, 2.0878098459004835)	(37.0, 2.5690134845927597)	(38.0, 3.1283456565870353)	(39.0, 3.7447028975619983)	(40.0, 4.3701755593475875)	(41.0, 4.941763687850484)	(42.0, 5.442395271480175)	(43.0, 5.882174457587278)	(44.0, 6.18340647677121)	(45.0, 6.274488390893909)	(46.0, 6.1593432117108255)	(47.0, 5.875308655441835)	(48.0, 5.447053980833121)	(49.0, 4.897740904444087)	(50.0, 4.331419605273574)	(51.0, 3.7738522569958413)	(52.0, 3.234388172721298)	(53.0, 2.7451556492655684)	(54.0, 2.302306095150407)	(55.0, 1.890649268651736)	(56.0, 1.50674270037548)	(57.0, 1.1936055631326028)	(58.0, 0.9423180551268416)	(59.0, 0.7378983114102892)	(60.0, 0.5899741895594602)	(61.0, 0.4813418477785112)	(62.0, 0.39381084402524147)	(63.0, 0.3113000195427648)	(64.0, 0.23604410894082448)	(65.0, 0.17742431973434597)	(66.0, 0.13152401904878425)	(67.0, 0.0996551300565575)	(68.0, 0.07630204707005986)	(69.0, 0.05961276833373829)	(70.0, 0.04734830665058083)	(71.0, 0.03598539346840443)	(72.0, 0.02625122121017024)	(73.0, 0.020061580440463002)	(74.0, 0.01623425189856227)	(75.0, 0.013102221375106839)	(76.0, 0.008836876344521911)	(77.0, 0.004214313983359583)	(78.0, 0.0019434323818318159)	(79.0, 0.001058894229925869)	(80.0, 0.000518815646790988)	(81.0, 0.0002679129979330512)	(82.0, 0.00016372460984797574)	(83.0, 9.14306262787397e-05)	(84.0, 4.252587268778591e-05)	(85.0, 2.1262936343892955e-05)	(86.0, 1.2757761806335772e-05)	(87.0, 6.378880903167886e-06)	(88.0, 2.1262936343892954e-06)	(89.0, 0.0)	(90.0, 4.252587268778591e-06)	(91.0, 6.378880903167886e-06)	(92.0, 2.1262936343892954e-06)	(93.0, 0.0)	(94.0, 2.1262936343892954e-06)	(95.0, 2.1262936343892954e-06)	(96.0, 2.1262936343892954e-06)	(97.0, 4.252587268778591e-06)	(98.0, 2.1262936343892954e-06)	(99.0, 0.0)	(100.0, 0.0)
SRR1555696_1129_1	(0.0, 0.00019416218868830505)	(1.0, 0.0001422350917135258)	(2.0, 8.579259500180921e-05)	(3.0, 0.00013320429223965115)	(4.0, 0.000234800786320741)	(5.0, 0.0003454280798757055)	(6.0, 0.0004379937744829207)	(7.0, 0.0006140943642234764)	(8.0, 0.0009030799473874653)	(9.0, 0.0011694885318667676)	(10.0, 0.0016255439052974376)	(11.0, 0.002402192660050658)	(12.0, 0.003501692495994897)	(13.0, 0.004784066021285098)	(14.0, 0.006748264906852835)	(15.0, 0.009683274735862097)	(16.0, 0.01337461402080836)	(17.0, 0.01830768823341239)	(18.0, 0.025263661528164345)	(19.0, 0.033982898420190324)	(20.0, 0.04618125080952651)	(21.0, 0.06380711368266137)	(22.0, 0.086095126784184)	(23.0, 0.11439087923570176)	(24.0, 0.1518890163510978)	(25.0, 0.20042504812343714)	(26.0, 0.2614890564659091)	(27.0, 0.3357696398383965)	(28.0, 0.4250097425393574)	(29.0, 0.5336570333096748)	(30.0, 0.6662991582820773)	(31.0, 0.8283839472391797)	(32.0, 1.0335930613839017)	(33.0, 1.2891737172940283)	(34.0, 1.6105098818733048)	(35.0, 2.0166317073130533)	(36.0, 2.493866563209828)	(37.0, 3.025351689246036)	(38.0, 3.607285118843176)	(39.0, 4.224682497974222)	(40.0, 4.8244833643304235)	(41.0, 5.332319084244422)	(42.0, 5.727441395924992)	(43.0, 5.994495682566676)	(44.0, 6.102933007249226)	(45.0, 6.031494868011141)	(46.0, 5.79716594096291)	(47.0, 5.431673682356123)	(48.0, 4.955913104473458)	(49.0, 4.400566348527405)	(50.0, 3.8504077868790927)	(51.0, 3.3357018862653436)	(52.0, 2.833040814449875)	(53.0, 2.385871747701498)	(54.0, 2.007438353448649)	(55.0, 1.6751433137078258)	(56.0, 1.368238366687801)	(57.0, 1.0929276716271268)	(58.0, 0.8545010193176251)	(59.0, 0.6631135437676681)	(60.0, 0.5199144142103062)	(61.0, 0.4092329358584984)	(62.0, 0.3225101685108801)	(63.0, 0.24690205761573303)	(64.0, 0.18346520671150052)	(65.0, 0.1348208053454747)	(66.0, 0.09676050096282998)	(67.0, 0.07125526554873948)	(68.0, 0.05355038318020823)	(69.0, 0.04143330798613691)	(70.0, 0.03265311319766228)	(71.0, 0.024243181187616508)	(72.0, 0.017020799308385254)	(73.0, 0.012550553568817301)	(74.0, 0.010480242789431535)	(75.0, 0.008777937088606164)	(76.0, 0.005709722967357249)	(77.0, 0.00256700475044887)	(78.0, 0.001246250327394702)	(79.0, 0.000684083060146005)	(80.0, 0.00039058207724507876)	(81.0, 0.00023254308645227236)	(82.0, 0.00013320429223965115)	(83.0, 6.547329618559123e-05)	(84.0, 3.8380897763967274e-05)	(85.0, 2.709239842162396e-05)	(86.0, 2.031929881621797e-05)	(87.0, 9.030799473874653e-06)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 2.2576998684686633e-06)	(98.0, 4.5153997369373265e-06)	(99.0, 2.2576998684686633e-06)	(100.0, 0.0)
SRR1555696_1129_2	(0.0, 0.00023599193085703589)	(1.0, 0.00018701247350934918)	(2.0, 0.00011799596542851794)	(3.0, 0.00014025935513201188)	(4.0, 0.0002270865749756383)	(5.0, 0.00032727182864136106)	(6.0, 0.0004920209124472163)	(7.0, 0.0007280128433042522)	(8.0, 0.0011087168072339987)	(9.0, 0.0015250421946893355)	(10.0, 0.00195027293802607)	(11.0, 0.002682738459271021)	(12.0, 0.0038270766900306103)	(13.0, 0.005145069360477452)	(14.0, 0.007033004807333739)	(15.0, 0.009889397706292014)	(16.0, 0.013665268600004585)	(17.0, 0.01863000450388374)	(18.0, 0.02527562633037668)	(19.0, 0.034824394174205235)	(20.0, 0.04778613965957941)	(21.0, 0.06470408949526446)	(22.0, 0.08676710869142697)	(23.0, 0.11550023944275627)	(24.0, 0.15452128257607012)	(25.0, 0.20465175717142742)	(26.0, 0.2651502923517019)	(27.0, 0.3408302329707889)	(28.0, 0.43493090223054676)	(29.0, 0.5467087029148788)	(30.0, 0.6805072223549368)	(31.0, 0.8450559356534606)	(32.0, 1.0515399697974854)	(33.0, 1.3051645052996885)	(34.0, 1.6280459934915206)	(35.0, 2.0394578508392964)	(36.0, 2.5238891737365914)	(37.0, 3.0590298193615353)	(38.0, 3.636484263456939)	(39.0, 4.2478213603420905)	(40.0, 4.83952214750876)	(41.0, 5.33666141324881)	(42.0, 5.71452011597445)	(43.0, 5.976161698108881)	(44.0, 6.083733944478223)	(45.0, 6.005513751093967)	(46.0, 5.763381577356707)	(47.0, 5.400076452480242)	(48.0, 4.924946773801066)	(49.0, 4.362537928467283)	(50.0, 3.8186366389940156)	(51.0, 3.308061417567907)	(52.0, 2.8103099086110115)	(53.0, 2.366097399213078)	(54.0, 1.9874194037463495)	(55.0, 1.6598470193439914)	(56.0, 1.363999965269112)	(57.0, 1.0948333574148998)	(58.0, 0.8577438414454818)	(59.0, 0.6672137523629805)	(60.0, 0.524420823482711)	(61.0, 0.4152545184105988)	(62.0, 0.328233607076552)	(63.0, 0.25311470387799306)	(64.0, 0.18870671746578507)	(65.0, 0.14010128506511707)	(66.0, 0.1023180863993175)	(67.0, 0.07475378360742163)	(68.0, 0.05558055239477265)	(69.0, 0.043286708600503286)	(70.0, 0.034799904445531396)	(71.0, 0.026159482901605392)	(72.0, 0.018563214334773256)	(73.0, 0.013545046295605719)	(74.0, 0.010902381937800987)	(75.0, 0.009515372759273314)	(76.0, 0.006692374944870281)	(77.0, 0.0030189156437937796)	(78.0, 0.0013580667719131309)	(79.0, 0.0007747659616815894)	(80.0, 0.0004742102006844211)	(81.0, 0.00028497138820472257)	(82.0, 0.0001736544396872528)	(83.0, 7.346918602153003e-05)	(84.0, 2.8942406614542135e-05)	(85.0, 3.116874558489153e-05)	(86.0, 2.226338970349395e-05)	(87.0, 4.45267794069879e-06)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 2.226338970349395e-06)	(96.0, 2.226338970349395e-06)	(97.0, 4.45267794069879e-06)	(98.0, 8.90535588139758e-06)	(99.0, 6.679016911048185e-06)	(100.0, 4.45267794069879e-06)
SRR1555697_1129_1	(0.0, 0.00017657662962725475)	(1.0, 0.00012113978079079104)	(2.0, 6.570293195432735e-05)	(3.0, 8.828831481362738e-05)	(4.0, 0.00013551229715580014)	(5.0, 0.00019710879586298205)	(6.0, 0.00028950354392375487)	(7.0, 0.00039011115847881867)	(8.0, 0.0005666877881060733)	(9.0, 0.0008253930826762373)	(10.0, 0.0010984708936114104)	(11.0, 0.001572763933656711)	(12.0, 0.0023098687015193206)	(13.0, 0.0032564015649863493)	(14.0, 0.00480658011578376)	(15.0, 0.007264280414200318)	(16.0, 0.01078554692362755)	(17.0, 0.014863235138042991)	(18.0, 0.01986487083306616)	(19.0, 0.026661017857091893)	(20.0, 0.036530830166606)	(21.0, 0.050685705569516404)	(22.0, 0.06871500074110853)	(23.0, 0.0921853199651684)	(24.0, 0.12443929990487242)	(25.0, 0.167704680596797)	(26.0, 0.21926710966457894)	(27.0, 0.28068497852551)	(28.0, 0.36156734097791055)	(29.0, 0.45837650477936476)	(30.0, 0.574791834119315)	(31.0, 0.7234323983662391)	(32.0, 0.9192004437740282)	(33.0, 1.173076572845549)	(34.0, 1.5048948581645143)	(35.0, 1.9195357956451564)	(36.0, 2.3991261345792747)	(37.0, 2.9347487551706926)	(38.0, 3.525898566130011)	(39.0, 4.160746986488829)	(40.0, 4.778607092504205)	(41.0, 5.308985797839019)	(42.0, 5.724934634308876)	(43.0, 6.029159741423648)	(44.0, 6.189010868435279)	(45.0, 6.1515170796722165)	(46.0, 5.929566415880629)	(47.0, 5.578269264453828)	(48.0, 5.1129220892374345)	(49.0, 4.545310353650754)	(50.0, 3.9842175808439158)	(51.0, 3.4624459595951196)	(52.0, 2.939789401981564)	(53.0, 2.4629647458393977)	(54.0, 2.0558016233018077)	(55.0, 1.6946428724319882)	(56.0, 1.3691567071801212)	(57.0, 1.0924159577884944)	(58.0, 0.8596017248415825)	(59.0, 0.6689379759599953)	(60.0, 0.5283706594769592)	(61.0, 0.4179240308617348)	(62.0, 0.32338367142932845)	(63.0, 0.2463202918967732)	(64.0, 0.1843726931469604)	(65.0, 0.13864345250674856)	(66.0, 0.1041124553315024)	(67.0, 0.0774288520915512)	(68.0, 0.059095680859670305)	(69.0, 0.04816435555576909)	(70.0, 0.03941149308947855)	(71.0, 0.02981886502414675)	(72.0, 0.021172769822281987)	(73.0, 0.01575227793604998)	(74.0, 0.012984541927473942)	(75.0, 0.010639768543353884)	(76.0, 0.007126714900420944)	(77.0, 0.00321944366576204)	(78.0, 0.0013325375886987015)	(79.0, 0.0006282842868132552)	(80.0, 0.0003285146597716367)	(81.0, 0.00023817312833443664)	(82.0, 0.00014988481352080926)	(83.0, 6.98093652014728e-05)	(84.0, 3.901111584788186e-05)	(85.0, 2.6691816106445483e-05)	(86.0, 1.6425732988581838e-05)	(87.0, 1.2319299741436378e-05)	(88.0, 8.212866494290919e-06)	(89.0, 2.0532166235727297e-06)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR1555697_1129_2	(0.0, 0.0002252268829037794)	(1.0, 0.00015685443630798922)	(2.0, 9.250389833548084e-05)	(3.0, 0.00011864630438681237)	(4.0, 0.0001628872992429119)	(5.0, 0.00025136928895511096)	(6.0, 0.00039414704508161397)	(7.0, 0.0005429576641430397)	(8.0, 0.0007018230547626697)	(9.0, 0.0009371047092246535)	(10.0, 0.0012829888508268863)	(11.0, 0.0017837164744254675)	(12.0, 0.0025921201077051042)	(13.0, 0.003519170045371553)	(14.0, 0.0050716267739583185)	(15.0, 0.00749884862810887)	(16.0, 0.01078474797333008)	(17.0, 0.015323471854703565)	(18.0, 0.02099637396784251)	(19.0, 0.028197601357828526)	(20.0, 0.03810959515990646)	(21.0, 0.051953004641242334)	(22.0, 0.07005159344601032)	(23.0, 0.09418304518570098)	(24.0, 0.1274160761398783)	(25.0, 0.17101356561625272)	(26.0, 0.2247844729552184)	(27.0, 0.2884633521876388)	(28.0, 0.37028305026537156)	(29.0, 0.4673839901572635)	(30.0, 0.5859136591940006)	(31.0, 0.7394439880248475)	(32.0, 0.9394736134037666)	(33.0, 1.193545624953723)	(34.0, 1.5225739475157816)	(35.0, 1.9366656374602502)	(36.0, 2.41668043164893)	(37.0, 2.9498608359287717)	(38.0, 3.5383022646925046)	(39.0, 4.172842810096293)	(40.0, 4.784026121170374)	(41.0, 5.30020189579098)	(42.0, 5.708934392494926)	(43.0, 6.002340670380577)	(44.0, 6.153656938514308)	(45.0, 6.120184603997045)	(46.0, 5.894414763429123)	(47.0, 5.542654613328275)	(48.0, 5.081633282613043)	(49.0, 4.513548744346052)	(50.0, 3.9638604161219497)	(51.0, 3.4479259560187403)	(52.0, 2.922879861929486)	(53.0, 2.449746553395241)	(54.0, 2.0506183744836926)	(55.0, 1.6983856501196097)	(56.0, 1.3739664348398317)	(57.0, 1.1007521491973657)	(58.0, 0.8700434048400534)	(59.0, 0.6781983635095127)	(60.0, 0.5352637529467017)	(61.0, 0.4222722520842235)	(62.0, 0.3311358026806584)	(63.0, 0.25540326330426255)	(64.0, 0.19163590208213002)	(65.0, 0.14507024404177363)	(66.0, 0.1098926202682396)	(67.0, 0.08363156791252123)	(68.0, 0.06369697782122512)	(69.0, 0.05083089213534672)	(70.0, 0.04138141782494619)	(71.0, 0.03178112194117259)	(72.0, 0.023174237487349588)	(73.0, 0.017133330735180363)	(74.0, 0.013915803836554944)	(75.0, 0.011564998246246745)	(76.0, 0.007909083307683612)	(77.0, 0.003458841416022327)	(78.0, 0.0015142485966655884)	(79.0, 0.0008466117652008138)	(80.0, 0.0004564866287424815)	(81.0, 0.00023528165446198385)	(82.0, 7.440530953071285e-05)	(83.0, 3.418622329789509e-05)	(84.0, 4.82629034793813e-05)	(85.0, 3.619717760953598e-05)	(86.0, 1.4076680181486213e-05)	(87.0, 8.04381724656355e-06)	(88.0, 4.021908623281775e-06)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 2.0109543116408874e-06)	(92.0, 2.0109543116408874e-06)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 2.0109543116408874e-06)	(96.0, 4.021908623281775e-06)	(97.0, 2.0109543116408874e-06)	(98.0, 0.0)	(99.0, 2.0109543116408874e-06)	(100.0, 1.005477155820444e-05)
SRR1555736_1129_1	(0.0, 0.0006009518278485658)	(1.0, 0.0003614115887760605)	(2.0, 0.00011136519886704191)	(3.0, 0.00015338980221309546)	(4.0, 0.00022062916756678113)	(5.0, 0.00029627345358967754)	(6.0, 0.0004076386524567195)	(7.0, 0.0005169026211564587)	(8.0, 0.000710215796548305)	(9.0, 0.0010127929406398906)	(10.0, 0.0013405848467391082)	(11.0, 0.0017104013561843794)	(12.0, 0.002462641756078738)	(13.0, 0.003525864220733893)	(14.0, 0.004816019543457737)	(15.0, 0.006973982925277586)	(16.0, 0.009951426072345481)	(17.0, 0.013534023507596546)	(18.0, 0.018209260629845)	(19.0, 0.02402966819327342)	(20.0, 0.032337932274788206)	(21.0, 0.04436537375242873)	(22.0, 0.05920636242408754)	(23.0, 0.0780943203979713)	(24.0, 0.10222274640910795)	(25.0, 0.13527509694077908)	(26.0, 0.17448825432298165)	(27.0, 0.21703606398069358)	(28.0, 0.27005850602240933)	(29.0, 0.3336921604090036)	(30.0, 0.4126353777945653)	(31.0, 0.5151438915064264)	(32.0, 0.6463573105338094)	(33.0, 0.8078053304385105)	(34.0, 1.0265812129977308)	(35.0, 1.3275782320035048)	(36.0, 1.669000818198015)	(37.0, 2.042517593967906)	(38.0, 2.471208471470831)	(39.0, 2.9913133674022587)	(40.0, 3.515250907158847)	(41.0, 3.980519999414177)	(42.0, 4.447203219572102)	(43.0, 4.907540724624773)	(44.0, 5.348179196858981)	(45.0, 5.632349564684994)	(46.0, 5.7175418405881135)	(47.0, 5.736929891341816)	(48.0, 5.526838393064057)	(49.0, 5.108426733539577)	(50.0, 4.751511777321545)	(51.0, 4.405079858408185)	(52.0, 3.9691964700425832)	(53.0, 3.5153055391431973)	(54.0, 3.1163449672774375)	(55.0, 2.663735786780106)	(56.0, 2.209867969412561)	(57.0, 1.8292784528995285)	(58.0, 1.4696676183768462)	(59.0, 1.1836880913767847)	(60.0, 0.990234133563729)	(61.0, 0.8579196699286794)	(62.0, 0.7458106355824123)	(63.0, 0.5970141225150405)	(64.0, 0.44836049309904535)	(65.0, 0.3486739315018717)	(66.0, 0.27952244669594056)	(67.0, 0.2266155723134265)	(68.0, 0.185591154527009)	(69.0, 0.17034462843306075)	(70.0, 0.1597187074770111)	(71.0, 0.133268422131005)	(72.0, 0.09925160695254197)	(73.0, 0.07719919634670037)	(74.0, 0.06931327952881343)	(75.0, 0.061189923702021275)	(76.0, 0.04064619635630299)	(77.0, 0.016387494074793583)	(78.0, 0.0054800082763253825)	(79.0, 0.0026265377091283467)	(80.0, 0.0013111676243968708)	(81.0, 0.0006135592088523819)	(82.0, 0.00026475500108013737)	(83.0, 0.00014288365137658207)	(84.0, 7.564428602289639e-05)	(85.0, 2.9417222342237483e-05)	(86.0, 1.8911071505724098e-05)	(87.0, 1.8911071505724098e-05)	(88.0, 1.0506150836513387e-05)	(89.0, 4.202460334605355e-06)	(90.0, 2.1012301673026776e-06)	(91.0, 6.3036905019080325e-06)	(92.0, 6.3036905019080325e-06)	(93.0, 4.202460334605355e-06)	(94.0, 2.1012301673026776e-06)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
